onset	duration	trial_type	response_time
0.776	1.960	100inc_excluded	n/a
2.753	5.848	100inc_included	-1.607
8.684	2.509	100inc_excluded	n/a
11.209	4.137	100inc_included	0.227
15.412	2.675	100inc_excluded	n/a
18.104	4.120	100inc_included	-1.592
38.439	13.000	Fixation	n/a
35.315	2.492	66inc_excluded	n/a
37.824	2.542	66inc_excluded	n/a
40.382	5.216	66inc_included	-0.308
45.665	4.934	66inc_included	2.297
50.682	2.874	66inc_excluded	n/a
53.573	2.259	66inc_excluded	n/a
55.849	2.642	66inc_excluded	n/a
74.656	13.000	Fixation	n/a
71.531	2.625	0inc_excluded	n/a
74.173	2.093	0inc_excluded	n/a
76.283	1.927	0inc_excluded	n/a
78.227	2.226	0inc_excluded	n/a
80.469	2.708	0inc_excluded	n/a
83.194	2.309	0inc_excluded	n/a
85.520	2.276	0inc_excluded	n/a
87.812	2.276	0inc_excluded	n/a
90.105	2.658	0inc_excluded	n/a
108.929	13.000	Fixation	n/a
105.804	2.309	33inc_excluded	n/a
108.130	2.160	33inc_excluded	n/a
110.306	2.808	33inc_excluded	n/a
113.131	2.791	33inc_excluded	n/a
115.938	4.668	33inc_included	-1.619
120.673	2.160	33inc_excluded	n/a
122.849	2.043	33inc_excluded	n/a
124.909	2.891	33inc_excluded	n/a
143.965	13.000	Fixation	n/a
140.841	2.592	66inc_excluded	n/a
143.449	1.944	66inc_excluded	n/a
145.410	4.037	66inc_included	-0.738
149.513	4.702	66inc_included	2.375
154.281	2.891	66inc_excluded	n/a
157.188	2.475	66inc_excluded	n/a
159.680	2.708	66inc_excluded	n/a
178.554	13.000	Fixation	n/a
175.429	2.857	100inc_excluded	n/a
178.304	4.253	100inc_included	-1.425
182.623	2.010	100inc_excluded	n/a
184.650	3.389	100inc_included	-0.898
188.105	2.758	100inc_excluded	n/a
190.880	3.921	100inc_included	-0.548
211.016	13.000	Fixation	n/a
207.891	2.060	33inc_excluded	n/a
209.968	2.326	33inc_excluded	n/a
212.310	2.725	33inc_excluded	n/a
215.052	2.841	33inc_excluded	n/a
217.909	4.768	33inc_included	-0.632
222.744	2.625	33inc_excluded	n/a
225.385	2.209	33inc_excluded	n/a
227.611	2.658	33inc_excluded	n/a
246.435	13.000	Fixation	n/a
243.310	2.791	0inc_excluded	n/a
246.118	1.960	0inc_excluded	n/a
248.095	2.326	0inc_excluded	n/a
250.438	2.293	0inc_excluded	n/a
252.747	2.043	0inc_excluded	n/a
254.807	2.127	0inc_excluded	n/a
256.950	1.977	0inc_excluded	n/a
258.943	1.977	0inc_excluded	n/a
260.937	2.392	0inc_excluded	n/a
279.495	13.000	Fixation	n/a
276.370	2.442	33inc_excluded	n/a
278.829	1.911	33inc_excluded	n/a
280.756	2.392	33inc_excluded	n/a
283.165	2.907	33inc_excluded	n/a
286.089	3.821	33inc_included	-0.619
289.977	2.309	33inc_excluded	n/a
292.302	2.824	33inc_excluded	n/a
295.143	2.691	33inc_excluded	n/a
314.000	13.000	Fixation	n/a
310.876	2.608	100inc_excluded	n/a
313.501	4.918	100inc_included	-0.309
318.501	2.409	100inc_excluded	n/a
320.927	4.236	100inc_included	-1.397
325.246	2.542	100inc_excluded	n/a
327.805	3.854	100inc_included	-1.447
347.891	13.000	Fixation	n/a
344.766	1.994	0inc_excluded	n/a
346.777	2.127	0inc_excluded	n/a
348.920	2.342	0inc_excluded	n/a
351.279	2.658	0inc_excluded	n/a
353.953	1.927	0inc_excluded	n/a
355.897	2.259	0inc_excluded	n/a
358.173	2.309	0inc_excluded	n/a
360.499	2.359	0inc_excluded	n/a
362.875	2.774	0inc_excluded	n/a
381.815	13.000	Fixation	n/a
378.690	2.575	66inc_excluded	n/a
381.282	2.907	66inc_excluded	n/a
384.206	4.303	66inc_included	-1.217
388.592	4.618	66inc_included	2.295
393.293	2.857	66inc_excluded	n/a
396.167	2.010	66inc_excluded	n/a
398.194	2.193	66inc_excluded	n/a
416.553	13.000	Fixation	n/a
413.428	2.741	0inc_excluded	n/a
416.186	2.708	0inc_excluded	n/a
418.911	2.891	0inc_excluded	n/a
421.818	1.944	0inc_excluded	n/a
423.778	2.359	0inc_excluded	n/a
426.154	2.758	0inc_excluded	n/a
428.928	2.409	0inc_excluded	n/a
431.354	2.193	0inc_excluded	n/a
433.563	2.774	0inc_excluded	n/a
452.503	13.000	Fixation	n/a
449.379	2.093	100inc_excluded	n/a
451.489	4.303	100inc_included	-1.355
455.858	2.641	100inc_excluded	n/a
458.516	3.505	100inc_included	-0.661
462.088	2.475	100inc_excluded	n/a
464.580	3.572	100inc_included	-1.417
484.367	13.000	Fixation	n/a
481.243	2.841	66inc_excluded	n/a
484.100	1.994	66inc_excluded	n/a
486.110	3.373	66inc_included	-0.338
489.566	3.107	66inc_included	0.907
492.739	2.758	66inc_excluded	n/a
495.513	2.376	66inc_excluded	n/a
497.906	2.824	66inc_excluded	n/a
516.895	13.000	Fixation	n/a
513.771	2.774	33inc_excluded	n/a
516.562	2.575	33inc_excluded	n/a
519.154	2.758	33inc_excluded	n/a
521.928	2.758	33inc_excluded	n/a
524.702	4.087	33inc_included	-1.416
528.856	2.093	33inc_excluded	n/a
530.966	2.592	33inc_excluded	n/a
533.574	2.691	33inc_excluded	n/a
