onset	duration	trial_type	response_time
0.774	2.010	100inc_excluded	n/a
2.800	3.323	100inc_included	1.081
6.189	2.143	100inc_excluded	n/a
8.349	2.990	100inc_included	0.883
11.406	2.193	100inc_excluded	n/a
13.616	3.223	100inc_included	1.020
32.508	13.000	Fixation	n/a
29.946	2.592	66inc_excluded	n/a
32.554	2.558	66inc_excluded	n/a
35.129	4.004	66inc_included	1.204
39.200	2.974	66inc_included	0.891
42.240	2.509	66inc_excluded	n/a
44.765	2.160	66inc_excluded	n/a
46.941	1.927	66inc_excluded	n/a
64.472	13.000	Fixation	n/a
61.910	2.907	0inc_excluded	n/a
64.834	2.708	0inc_excluded	n/a
67.558	2.027	0inc_excluded	n/a
69.602	2.226	0inc_excluded	n/a
71.844	2.392	0inc_excluded	n/a
74.253	2.891	0inc_excluded	n/a
77.160	2.525	0inc_excluded	n/a
79.702	2.060	0inc_excluded	n/a
81.779	1.960	0inc_excluded	n/a
99.343	13.000	Fixation	n/a
96.781	2.276	33inc_excluded	n/a
99.073	2.143	33inc_excluded	n/a
101.233	2.193	33inc_excluded	n/a
103.442	2.392	33inc_excluded	n/a
105.851	3.588	33inc_included	1.172
109.523	2.774	33inc_excluded	n/a
112.314	2.226	33inc_excluded	n/a
114.556	2.475	33inc_excluded	n/a
132.636	13.000	Fixation	n/a
130.073	2.425	66inc_excluded	n/a
132.515	2.359	66inc_excluded	n/a
134.891	3.937	66inc_included	1.037
138.911	2.907	66inc_included	0.812
141.902	2.376	66inc_excluded	n/a
144.294	2.209	66inc_excluded	n/a
146.520	2.824	66inc_excluded	n/a
164.948	13.000	Fixation	n/a
162.386	2.060	100inc_excluded	n/a
164.462	3.456	100inc_included	1.005
167.984	2.043	100inc_excluded	n/a
170.044	4.386	100inc_included	1.457
174.513	2.625	100inc_excluded	n/a
177.155	3.638	100inc_included	1.487
196.463	13.000	Fixation	n/a
193.901	2.774	33inc_excluded	n/a
196.692	2.376	33inc_excluded	n/a
199.084	2.126	33inc_excluded	n/a
201.227	2.542	33inc_excluded	n/a
203.785	3.472	33inc_included	1.422
207.341	2.708	33inc_excluded	n/a
210.065	2.392	33inc_excluded	n/a
212.474	2.010	33inc_excluded	n/a
230.088	13.000	Fixation	n/a
227.525	2.010	0inc_excluded	n/a
229.552	1.977	0inc_excluded	n/a
231.546	2.326	0inc_excluded	n/a
233.888	2.592	0inc_excluded	n/a
236.496	1.994	0inc_excluded	n/a
238.507	2.724	0inc_excluded	n/a
241.248	2.043	0inc_excluded	n/a
243.308	2.293	0inc_excluded	n/a
245.617	2.658	0inc_excluded	n/a
263.879	13.000	Fixation	n/a
261.316	1.944	33inc_excluded	n/a
263.277	2.558	33inc_excluded	n/a
265.852	2.492	33inc_excluded	n/a
268.360	2.874	33inc_excluded	n/a
271.251	3.987	33inc_included	1.422
275.305	2.475	33inc_excluded	n/a
277.797	2.774	33inc_excluded	n/a
280.588	2.226	33inc_excluded	n/a
298.417	13.000	Fixation	n/a
295.855	2.509	100inc_excluded	n/a
298.380	4.004	100inc_included	1.330
302.450	2.808	100inc_excluded	n/a
305.274	4.186	100inc_included	1.326
309.527	2.293	100inc_excluded	n/a
311.837	3.522	100inc_included	0.938
331.029	13.000	Fixation	n/a
328.466	2.276	0inc_excluded	n/a
330.759	2.841	0inc_excluded	n/a
333.616	2.425	0inc_excluded	n/a
336.059	2.176	0inc_excluded	n/a
338.251	2.459	0inc_excluded	n/a
340.727	2.060	0inc_excluded	n/a
342.803	2.392	0inc_excluded	n/a
345.212	2.791	0inc_excluded	n/a
348.020	1.960	0inc_excluded	n/a
365.584	13.000	Fixation	n/a
363.022	2.160	66inc_excluded	n/a
365.198	2.625	66inc_excluded	n/a
367.839	4.220	66inc_included	1.485
372.125	3.655	66inc_included	1.320
375.847	2.193	66inc_excluded	n/a
378.056	1.927	66inc_excluded	n/a
380.000	2.824	66inc_excluded	n/a
398.428	13.000	Fixation	n/a
395.866	2.193	0inc_excluded	n/a
398.075	2.110	0inc_excluded	n/a
400.202	2.193	0inc_excluded	n/a
402.411	2.127	0inc_excluded	n/a
404.554	2.525	0inc_excluded	n/a
407.096	2.592	0inc_excluded	n/a
409.704	2.442	0inc_excluded	n/a
412.163	2.708	0inc_excluded	n/a
414.887	2.658	0inc_excluded	n/a
433.149	13.000	Fixation	n/a
430.587	2.077	100inc_excluded	n/a
432.680	3.904	100inc_included	1.787
436.651	2.592	100inc_excluded	n/a
439.259	3.921	100inc_included	1.837
443.246	2.143	100inc_excluded	n/a
445.406	3.439	100inc_included	1.264
464.515	13.000	Fixation	n/a
461.952	2.874	66inc_excluded	n/a
464.843	2.658	66inc_excluded	n/a
467.518	3.921	66inc_included	1.163
471.522	3.489	66inc_included	0.876
475.077	2.376	66inc_excluded	n/a
477.469	2.641	66inc_excluded	n/a
480.127	2.841	66inc_excluded	n/a
498.572	13.000	Fixation	n/a
496.009	2.342	33inc_excluded	n/a
498.368	2.160	33inc_excluded	n/a
500.544	2.907	33inc_excluded	n/a
503.468	2.741	33inc_excluded	n/a
506.226	4.070	33inc_included	1.312
510.363	1.994	33inc_excluded	n/a
512.373	2.342	33inc_excluded	n/a
514.732	2.459	33inc_excluded	n/a
