onset	duration	trial_type	response_time
0.772	2.791	100inc_excluded	n/a
3.580	5.781	100inc_included	0.270
9.444	2.425	100inc_excluded	n/a
11.887	3.622	100inc_included	-0.298
15.591	2.342	100inc_excluded	n/a
17.950	3.688	100inc_included	-1.187
37.094	13.000	Fixation	n/a
34.730	2.741	66inc_excluded	n/a
37.487	2.409	66inc_excluded	n/a
39.913	3.622	66inc_included	-1.435
43.617	3.389	66inc_included	-1.424
47.073	2.027	66inc_excluded	n/a
49.116	2.874	66inc_excluded	n/a
52.007	2.259	66inc_excluded	n/a
69.672	13.000	Fixation	n/a
67.308	1.994	0inc_excluded	n/a
69.318	2.276	0inc_excluded	n/a
71.611	2.342	0inc_excluded	n/a
73.970	2.758	0inc_excluded	n/a
76.744	2.874	0inc_excluded	n/a
79.635	2.808	0inc_excluded	n/a
82.459	2.608	0inc_excluded	n/a
85.084	1.977	0inc_excluded	n/a
87.077	2.907	0inc_excluded	n/a
105.390	13.000	Fixation	n/a
103.026	2.010	33inc_excluded	n/a
105.053	2.891	33inc_excluded	n/a
107.960	2.160	33inc_excluded	n/a
110.136	2.575	33inc_excluded	n/a
112.728	3.256	33inc_included	-1.436
116.067	2.259	33inc_excluded	n/a
118.343	2.592	33inc_excluded	n/a
120.951	2.342	33inc_excluded	n/a
138.699	13.000	Fixation	n/a
136.335	2.658	66inc_excluded	n/a
139.010	1.994	66inc_excluded	n/a
141.020	9.004	66inc_included	-1.574
150.107	3.273	66inc_included	-1.228
153.463	2.193	66inc_excluded	n/a
155.673	2.276	66inc_excluded	n/a
157.965	2.808	66inc_excluded	n/a
176.178	13.000	Fixation	n/a
173.814	2.359	100inc_excluded	n/a
176.190	3.804	100inc_included	-0.916
180.061	2.392	100inc_excluded	n/a
182.470	3.755	100inc_included	-2.208
186.307	2.907	100inc_excluded	n/a
189.231	3.472	100inc_included	-1.763
208.175	13.000	Fixation	n/a
205.811	2.575	33inc_excluded	n/a
208.403	2.625	33inc_excluded	n/a
211.044	2.193	33inc_excluded	n/a
213.254	2.741	33inc_excluded	n/a
216.011	3.240	33inc_included	-1.095
219.317	2.160	33inc_excluded	n/a
221.494	2.276	33inc_excluded	n/a
223.786	2.642	33inc_excluded	n/a
241.833	13.000	Fixation	n/a
239.469	2.891	0inc_excluded	n/a
242.376	2.060	0inc_excluded	n/a
244.453	1.944	0inc_excluded	n/a
246.413	2.542	0inc_excluded	n/a
248.972	2.342	0inc_excluded	n/a
251.331	2.774	0inc_excluded	n/a
254.122	1.977	0inc_excluded	n/a
256.115	2.824	0inc_excluded	n/a
258.956	1.927	0inc_excluded	n/a
276.289	13.000	Fixation	n/a
273.925	2.658	33inc_excluded	n/a
276.599	2.708	33inc_excluded	n/a
279.324	2.891	33inc_excluded	n/a
282.231	2.160	33inc_excluded	n/a
284.408	3.921	33inc_included	-1.834
288.411	2.791	33inc_excluded	n/a
291.219	2.509	33inc_excluded	n/a
293.744	2.226	33inc_excluded	n/a
311.376	13.000	Fixation	n/a
309.011	2.774	100inc_excluded	n/a
311.802	2.907	100inc_included	-1.562
314.776	2.243	100inc_excluded	n/a
317.036	3.306	100inc_included	-1.023
320.408	2.475	100inc_excluded	n/a
322.900	3.821	100inc_included	-1.793
342.193	13.000	Fixation	n/a
339.829	2.010	0inc_excluded	n/a
341.856	2.043	0inc_excluded	n/a
343.916	2.608	0inc_excluded	n/a
346.540	2.509	0inc_excluded	n/a
349.066	2.774	0inc_excluded	n/a
351.857	2.060	0inc_excluded	n/a
353.933	2.176	0inc_excluded	n/a
356.126	2.426	0inc_excluded	n/a
358.568	2.724	0inc_excluded	n/a
376.698	13.000	Fixation	n/a
374.334	2.342	66inc_excluded	n/a
376.693	2.326	66inc_excluded	n/a
379.036	4.170	66inc_included	0.276
383.288	3.821	66inc_included	-1.851
387.176	2.259	66inc_excluded	n/a
389.452	2.043	66inc_excluded	n/a
391.512	2.708	66inc_excluded	n/a
409.625	13.000	Fixation	n/a
407.261	2.492	0inc_excluded	n/a
409.770	2.209	0inc_excluded	n/a
411.996	2.558	0inc_excluded	n/a
414.571	2.442	0inc_excluded	n/a
417.030	2.774	0inc_excluded	n/a
419.821	2.891	0inc_excluded	n/a
422.728	2.425	0inc_excluded	n/a
425.170	2.359	0inc_excluded	n/a
427.546	2.359	0inc_excluded	n/a
445.310	13.000	Fixation	n/a
442.946	2.309	100inc_excluded	n/a
445.272	3.671	100inc_included	-1.919
449.010	2.127	100inc_excluded	n/a
451.153	3.970	100inc_included	-1.806
455.190	2.791	100inc_excluded	n/a
457.998	3.240	100inc_included	-1.740
476.709	13.000	Fixation	n/a
474.345	2.708	66inc_excluded	n/a
477.069	2.774	66inc_excluded	n/a
479.860	3.605	66inc_included	-1.836
483.549	3.256	66inc_included	-1.340
486.888	2.542	66inc_excluded	n/a
489.446	2.675	66inc_excluded	n/a
492.137	2.558	66inc_excluded	n/a
510.101	13.000	Fixation	n/a
507.737	2.077	33inc_excluded	n/a
509.830	2.774	33inc_excluded	n/a
512.621	2.675	33inc_excluded	n/a
515.313	2.542	33inc_excluded	n/a
517.871	3.688	33inc_included	-1.746
521.626	2.193	33inc_excluded	n/a
523.835	2.841	33inc_excluded	n/a
526.693	2.409	33inc_excluded	n/a
