onset	duration	trial_type	response_time
0.766	2.608	100inc_excluded	n/a
3.391	3.455	100inc_included	0.940
6.913	2.542	100inc_excluded	n/a
9.471	2.957	100inc_included	0.791
12.495	1.927	100inc_excluded	n/a
14.439	3.572	100inc_included	0.972
34.436	13.000	Fixation	n/a
31.102	2.658	66inc_excluded	n/a
33.776	2.027	66inc_excluded	n/a
35.820	3.256	66inc_included	1.032
39.142	3.007	66inc_included	0.773
42.216	2.376	66inc_excluded	n/a
44.608	2.558	66inc_excluded	n/a
47.183	2.193	66inc_excluded	n/a
65.751	13.000	Fixation	n/a
62.417	2.658	0inc_excluded	n/a
65.092	2.708	0inc_excluded	n/a
67.817	2.425	0inc_excluded	n/a
70.259	1.960	0inc_excluded	n/a
72.236	2.309	0inc_excluded	n/a
74.561	2.691	0inc_excluded	n/a
77.269	2.210	0inc_excluded	n/a
79.496	2.392	0inc_excluded	n/a
81.905	2.077	0inc_excluded	n/a
100.356	13.000	Fixation	n/a
97.022	1.944	33inc_excluded	n/a
98.983	2.592	33inc_excluded	n/a
101.591	2.027	33inc_excluded	n/a
103.634	2.442	33inc_excluded	n/a
106.093	3.339	33inc_included	0.933
109.499	2.276	33inc_excluded	n/a
111.791	2.691	33inc_excluded	n/a
114.499	1.960	33inc_excluded	n/a
132.835	13.000	Fixation	n/a
129.501	2.110	66inc_excluded	n/a
131.627	2.791	66inc_excluded	n/a
134.435	2.957	66inc_included	0.842
137.475	3.671	66inc_included	0.985
141.213	1.944	66inc_excluded	n/a
143.174	2.625	66inc_excluded	n/a
145.815	2.658	66inc_excluded	n/a
164.848	13.000	Fixation	n/a
161.514	2.475	100inc_excluded	n/a
164.006	3.389	100inc_included	0.650
167.478	2.093	100inc_excluded	n/a
169.588	2.625	100inc_included	0.585
172.280	2.625	100inc_excluded	n/a
174.921	2.808	100inc_included	0.638
194.170	13.000	Fixation	n/a
190.836	2.725	33inc_excluded	n/a
193.578	2.708	33inc_excluded	n/a
196.302	2.127	33inc_excluded	n/a
198.445	2.791	33inc_excluded	n/a
201.253	3.804	33inc_included	1.047
205.140	2.176	33inc_excluded	n/a
207.333	2.176	33inc_excluded	n/a
209.526	2.791	33inc_excluded	n/a
228.692	13.000	Fixation	n/a
225.358	2.824	0inc_excluded	n/a
228.199	2.658	0inc_excluded	n/a
230.874	1.911	0inc_excluded	n/a
232.801	2.824	0inc_excluded	n/a
235.642	2.243	0inc_excluded	n/a
237.901	2.010	0inc_excluded	n/a
239.928	2.442	0inc_excluded	n/a
242.387	2.658	0inc_excluded	n/a
245.061	2.160	0inc_excluded	n/a
263.596	13.000	Fixation	n/a
260.262	2.359	33inc_excluded	n/a
262.638	2.043	33inc_excluded	n/a
264.698	2.824	33inc_excluded	n/a
267.539	2.425	33inc_excluded	n/a
269.981	3.023	33inc_included	0.627
273.088	1.960	33inc_excluded	n/a
275.065	1.911	33inc_excluded	n/a
276.992	2.442	33inc_excluded	n/a
295.809	13.000	Fixation	n/a
292.475	2.509	100inc_excluded	n/a
295.000	3.256	100inc_included	0.799
298.339	1.994	100inc_excluded	n/a
300.350	2.974	100inc_included	0.779
303.390	2.625	100inc_excluded	n/a
306.031	3.605	100inc_included	0.755
326.061	13.000	Fixation	n/a
322.727	1.944	0inc_excluded	n/a
324.688	1.944	0inc_excluded	n/a
326.648	1.977	0inc_excluded	n/a
328.642	2.027	0inc_excluded	n/a
330.685	2.027	0inc_excluded	n/a
332.728	2.475	0inc_excluded	n/a
335.220	2.110	0inc_excluded	n/a
337.347	2.359	0inc_excluded	n/a
339.723	2.874	0inc_excluded	n/a
358.972	13.000	Fixation	n/a
355.638	2.209	66inc_excluded	n/a
357.864	2.625	66inc_excluded	n/a
360.505	3.821	66inc_included	1.021
364.393	2.974	66inc_included	0.975
367.450	2.326	66inc_excluded	n/a
369.792	1.927	66inc_excluded	n/a
371.736	2.791	66inc_excluded	n/a
390.902	13.000	Fixation	n/a
387.568	2.193	0inc_excluded	n/a
389.778	2.857	0inc_excluded	n/a
392.652	2.758	0inc_excluded	n/a
395.426	2.857	0inc_excluded	n/a
398.300	2.459	0inc_excluded	n/a
400.776	2.475	0inc_excluded	n/a
403.268	2.542	0inc_excluded	n/a
405.826	2.891	0inc_excluded	n/a
408.733	2.160	0inc_excluded	n/a
427.268	13.000	Fixation	n/a
423.934	1.944	100inc_excluded	n/a
425.894	3.555	100inc_included	0.815
429.533	2.027	100inc_excluded	n/a
431.576	3.572	100inc_included	0.819
435.231	2.857	100inc_excluded	n/a
438.105	3.705	100inc_included	0.765
458.251	13.000	Fixation	n/a
454.918	2.027	66inc_excluded	n/a
456.961	2.359	66inc_excluded	n/a
459.337	2.924	66inc_included	0.511
462.344	3.339	66inc_included	0.633
465.749	2.824	66inc_excluded	n/a
468.590	1.977	66inc_excluded	n/a
470.584	2.392	66inc_excluded	n/a
489.351	13.000	Fixation	n/a
486.017	2.342	33inc_excluded	n/a
488.376	2.392	33inc_excluded	n/a
490.785	2.592	33inc_excluded	n/a
493.393	2.143	33inc_excluded	n/a
495.553	3.273	33inc_included	0.508
498.892	2.077	33inc_excluded	n/a
500.986	2.608	33inc_excluded	n/a
503.610	2.758	33inc_excluded	n/a
