onset	duration	trial_type	response_time
0.766	2.525	100inc_excluded	n/a
3.308	3.356	100inc_included	0.398
6.730	2.126	100inc_excluded	n/a
8.873	3.140	100inc_included	0.670
12.080	2.808	100inc_excluded	n/a
14.904	3.605	100inc_included	0.634
35.200	13.000	Fixation	n/a
31.600	2.309	66inc_excluded	n/a
33.926	2.376	66inc_excluded	n/a
36.318	3.588	66inc_included	0.844
39.990	2.808	66inc_included	0.614
42.864	2.641	66inc_excluded	n/a
45.522	2.791	66inc_excluded	n/a
48.329	2.293	66inc_excluded	n/a
67.263	13.000	Fixation	n/a
63.663	1.911	0inc_excluded	n/a
65.590	1.994	0inc_excluded	n/a
67.601	2.010	0inc_excluded	n/a
69.627	2.226	0inc_excluded	n/a
71.870	2.542	0inc_excluded	n/a
74.428	2.724	0inc_excluded	n/a
77.170	1.911	0inc_excluded	n/a
79.097	1.960	0inc_excluded	n/a
81.074	2.841	0inc_excluded	n/a
100.555	13.000	Fixation	n/a
96.956	2.326	33inc_excluded	n/a
99.298	2.459	33inc_excluded	n/a
101.774	2.043	33inc_excluded	n/a
103.834	2.259	33inc_excluded	n/a
106.110	3.588	33inc_included	0.674
109.781	2.642	33inc_excluded	n/a
112.439	2.342	33inc_excluded	n/a
114.798	2.243	33inc_excluded	n/a
133.682	13.000	Fixation	n/a
130.082	2.193	66inc_excluded	n/a
132.292	2.608	66inc_excluded	n/a
134.917	3.422	66inc_included	0.573
138.405	2.791	66inc_included	0.558
141.279	2.691	66inc_excluded	n/a
143.987	2.874	66inc_excluded	n/a
146.878	2.675	66inc_excluded	n/a
166.194	13.000	Fixation	n/a
162.594	2.642	100inc_excluded	n/a
165.252	3.090	100inc_included	0.550
168.409	2.525	100inc_excluded	n/a
170.950	3.107	100inc_included	0.543
174.123	2.841	100inc_excluded	n/a
176.981	2.941	100inc_included	0.499
196.612	13.000	Fixation	n/a
193.012	2.027	33inc_excluded	n/a
195.056	2.359	33inc_excluded	n/a
197.431	2.791	33inc_excluded	n/a
200.239	2.525	33inc_excluded	n/a
202.781	2.741	33inc_included	0.486
205.605	1.977	33inc_excluded	n/a
207.599	2.891	33inc_excluded	n/a
210.506	2.691	33inc_excluded	n/a
229.838	13.000	Fixation	n/a
226.238	2.276	0inc_excluded	n/a
228.531	2.608	0inc_excluded	n/a
231.156	2.509	0inc_excluded	n/a
233.681	2.359	0inc_excluded	n/a
236.057	2.641	0inc_excluded	n/a
238.715	2.642	0inc_excluded	n/a
241.373	2.259	0inc_excluded	n/a
243.649	1.994	0inc_excluded	n/a
245.659	2.093	0inc_excluded	n/a
264.394	13.000	Fixation	n/a
260.794	2.342	33inc_excluded	n/a
263.153	2.309	33inc_excluded	n/a
265.479	2.708	33inc_excluded	n/a
268.203	2.824	33inc_excluded	n/a
271.044	2.542	33inc_included	0.468
273.652	2.259	33inc_excluded	n/a
275.928	2.276	33inc_excluded	n/a
278.221	2.907	33inc_excluded	n/a
297.769	13.000	Fixation	n/a
294.169	2.093	100inc_excluded	n/a
296.279	3.455	100inc_included	0.548
299.801	2.542	100inc_excluded	n/a
302.360	3.190	100inc_included	0.514
305.632	2.259	100inc_excluded	n/a
307.908	2.924	100inc_included	0.502
327.523	13.000	Fixation	n/a
323.923	2.874	0inc_excluded	n/a
326.814	2.027	0inc_excluded	n/a
328.857	2.326	0inc_excluded	n/a
331.200	2.243	0inc_excluded	n/a
333.459	2.509	0inc_excluded	n/a
335.984	2.575	0inc_excluded	n/a
338.576	2.808	0inc_excluded	n/a
341.400	2.808	0inc_excluded	n/a
344.224	2.309	0inc_excluded	n/a
363.175	13.000	Fixation	n/a
359.575	2.741	66inc_excluded	n/a
362.333	2.608	66inc_excluded	n/a
364.958	2.625	66inc_included	0.570
367.666	2.608	66inc_included	0.511
370.357	2.824	66inc_excluded	n/a
373.198	2.492	66inc_excluded	n/a
375.706	1.994	66inc_excluded	n/a
394.341	13.000	Fixation	n/a
390.741	2.824	0inc_excluded	n/a
393.582	2.409	0inc_excluded	n/a
396.007	2.708	0inc_excluded	n/a
398.732	2.841	0inc_excluded	n/a
401.589	2.226	0inc_excluded	n/a
403.832	2.724	0inc_excluded	n/a
406.573	2.226	0inc_excluded	n/a
408.816	2.326	0inc_excluded	n/a
411.158	2.160	0inc_excluded	n/a
429.959	13.000	Fixation	n/a
426.359	2.342	100inc_excluded	n/a
428.718	3.240	100inc_included	0.513
432.024	2.193	100inc_excluded	n/a
434.234	3.107	100inc_included	0.510
437.407	2.724	100inc_excluded	n/a
440.148	3.356	100inc_included	0.452
460.212	13.000	Fixation	n/a
456.612	2.841	66inc_excluded	n/a
459.469	2.675	66inc_excluded	n/a
462.161	2.575	66inc_included	0.554
464.819	2.658	66inc_included	0.510
467.560	2.193	66inc_excluded	n/a
469.769	2.442	66inc_excluded	n/a
472.228	2.542	66inc_excluded	n/a
491.411	13.000	Fixation	n/a
487.811	2.641	33inc_excluded	n/a
490.469	2.741	33inc_excluded	n/a
493.227	2.658	33inc_excluded	n/a
495.902	2.093	33inc_excluded	n/a
498.012	3.306	33inc_included	0.510
501.401	2.160	33inc_excluded	n/a
503.577	2.741	33inc_excluded	n/a
506.335	2.658	33inc_excluded	n/a
