onset	duration	trial_type	response_time
0.776	2.857	100inc_excluded	n/a
3.650	4.386	100inc_included	1.507
8.119	2.210	100inc_excluded	n/a
10.345	2.857	100inc_included	0.865
13.285	2.625	100inc_excluded	n/a
15.927	3.240	100inc_included	0.946
35.964	13.000	Fixation	n/a
32.257	2.243	66inc_excluded	n/a
34.517	2.243	66inc_excluded	n/a
36.776	3.638	66inc_included	1.030
40.498	3.406	66inc_included	1.282
43.986	2.043	66inc_excluded	n/a
46.046	2.210	66inc_excluded	n/a
48.273	2.658	66inc_excluded	n/a
67.678	13.000	Fixation	n/a
63.972	2.210	0inc_excluded	n/a
66.198	2.891	0inc_excluded	n/a
69.105	2.276	0inc_excluded	n/a
71.398	2.043	0inc_excluded	n/a
73.458	2.342	0inc_excluded	n/a
75.817	2.758	0inc_excluded	n/a
78.591	2.209	0inc_excluded	n/a
80.817	2.126	0inc_excluded	n/a
82.960	2.060	0inc_excluded	n/a
101.768	13.000	Fixation	n/a
98.062	2.475	33inc_excluded	n/a
100.554	2.558	33inc_excluded	n/a
103.129	2.442	33inc_excluded	n/a
105.588	2.127	33inc_excluded	n/a
107.731	4.054	33inc_included	1.442
111.851	2.143	33inc_excluded	n/a
114.010	2.093	33inc_excluded	n/a
116.120	1.960	33inc_excluded	n/a
134.828	13.000	Fixation	n/a
131.122	2.874	66inc_excluded	n/a
134.012	2.758	66inc_excluded	n/a
136.787	4.120	66inc_included	1.177
140.973	3.555	66inc_included	1.539
144.595	2.492	66inc_excluded	n/a
147.103	2.027	66inc_excluded	n/a
149.147	1.994	66inc_excluded	n/a
167.888	13.000	Fixation	n/a
164.182	2.525	100inc_excluded	n/a
166.724	4.020	100inc_included	1.391
170.827	1.977	100inc_excluded	n/a
172.821	3.472	100inc_included	0.976
176.376	1.994	100inc_excluded	n/a
178.386	3.472	100inc_included	1.086
198.672	13.000	Fixation	n/a
194.966	2.592	33inc_excluded	n/a
197.574	2.126	33inc_excluded	n/a
199.717	2.841	33inc_excluded	n/a
202.575	2.808	33inc_excluded	n/a
205.399	3.888	33inc_included	1.246
209.369	2.259	33inc_excluded	n/a
211.645	2.459	33inc_excluded	n/a
214.121	2.558	33inc_excluded	n/a
233.427	13.000	Fixation	n/a
229.720	2.874	0inc_excluded	n/a
232.611	2.857	0inc_excluded	n/a
235.485	2.342	0inc_excluded	n/a
237.844	2.226	0inc_excluded	n/a
240.087	2.575	0inc_excluded	n/a
242.678	2.525	0inc_excluded	n/a
245.220	2.093	0inc_excluded	n/a
247.330	2.027	0inc_excluded	n/a
249.374	2.675	0inc_excluded	n/a
268.796	13.000	Fixation	n/a
265.089	2.442	33inc_excluded	n/a
267.548	2.857	33inc_excluded	n/a
270.422	2.060	33inc_excluded	n/a
272.499	2.160	33inc_excluded	n/a
274.675	3.705	33inc_included	1.377
278.463	2.376	33inc_excluded	n/a
280.855	2.874	33inc_excluded	n/a
283.746	2.226	33inc_excluded	n/a
302.720	13.000	Fixation	n/a
299.013	2.725	100inc_excluded	n/a
301.754	3.671	100inc_included	1.349
305.509	2.824	100inc_excluded	n/a
308.350	3.522	100inc_included	1.052
311.938	2.193	100inc_excluded	n/a
314.148	4.535	100inc_included	1.616
335.497	13.000	Fixation	n/a
331.791	2.558	0inc_excluded	n/a
334.366	2.425	0inc_excluded	n/a
336.808	2.027	0inc_excluded	n/a
338.851	1.960	0inc_excluded	n/a
340.828	2.558	0inc_excluded	n/a
343.403	1.994	0inc_excluded	n/a
345.413	2.475	0inc_excluded	n/a
347.905	2.608	0inc_excluded	n/a
350.530	2.774	0inc_excluded	n/a
370.052	13.000	Fixation	n/a
366.346	2.824	66inc_excluded	n/a
369.187	2.542	66inc_excluded	n/a
371.745	3.406	66inc_included	1.271
375.234	4.004	66inc_included	1.297
379.321	2.376	66inc_excluded	n/a
381.713	1.960	66inc_excluded	n/a
383.690	2.126	66inc_excluded	n/a
402.564	13.000	Fixation	n/a
398.858	2.758	0inc_excluded	n/a
401.632	2.857	0inc_excluded	n/a
404.506	2.326	0inc_excluded	n/a
406.849	2.276	0inc_excluded	n/a
409.141	2.758	0inc_excluded	n/a
411.915	2.193	0inc_excluded	n/a
414.125	2.093	0inc_excluded	n/a
416.235	2.160	0inc_excluded	n/a
418.411	2.741	0inc_excluded	n/a
437.900	13.000	Fixation	n/a
434.194	2.027	100inc_excluded	n/a
436.237	3.156	100inc_included	1.077
439.460	2.658	100inc_excluded	n/a
442.135	2.857	100inc_included	0.747
445.075	2.442	100inc_excluded	n/a
447.534	3.240	100inc_included	0.791
467.588	13.000	Fixation	n/a
463.881	1.911	66inc_excluded	n/a
465.808	2.509	66inc_excluded	n/a
468.333	3.024	66inc_included	0.834
471.440	3.323	66inc_included	0.937
474.846	2.293	66inc_excluded	n/a
477.155	2.857	66inc_excluded	n/a
480.029	2.293	66inc_excluded	n/a
499.069	13.000	Fixation	n/a
495.363	2.209	33inc_excluded	n/a
497.589	2.392	33inc_excluded	n/a
499.998	2.891	33inc_excluded	n/a
502.905	2.675	33inc_excluded	n/a
505.596	3.755	33inc_included	0.929
509.434	1.927	33inc_excluded	n/a
511.378	2.608	33inc_excluded	n/a
514.003	2.359	33inc_excluded	n/a
