onset	duration	trial_type	response_time
0.775	1.994	100inc_excluded	n/a
2.785	4.170	100inc_included	1.821
7.038	2.841	100inc_excluded	n/a
9.895	2.924	100inc_included	0.783
12.902	2.542	100inc_excluded	n/a
15.461	3.073	100inc_included	0.721
33.622	13.000	Fixation	n/a
31.625	2.558	66inc_excluded	n/a
34.200	2.625	66inc_excluded	n/a
36.842	4.054	66inc_included	1.060
40.962	3.804	66inc_included	0.943
44.833	2.509	66inc_excluded	n/a
47.358	2.093	66inc_excluded	n/a
49.468	2.326	66inc_excluded	n/a
66.831	13.000	Fixation	n/a
64.835	2.808	0inc_excluded	n/a
67.659	1.927	0inc_excluded	n/a
69.603	2.409	0inc_excluded	n/a
72.028	2.060	0inc_excluded	n/a
74.105	1.994	0inc_excluded	n/a
76.115	2.110	0inc_excluded	n/a
78.242	1.944	0inc_excluded	n/a
80.202	2.160	0inc_excluded	n/a
82.378	2.525	0inc_excluded	n/a
99.941	13.000	Fixation	n/a
97.945	1.944	33inc_excluded	n/a
99.905	2.077	33inc_excluded	n/a
101.998	2.442	33inc_excluded	n/a
104.457	2.608	33inc_excluded	n/a
107.082	3.705	33inc_included	1.208
110.870	2.891	33inc_excluded	n/a
113.777	2.475	33inc_excluded	n/a
116.269	2.193	33inc_excluded	n/a
133.499	13.000	Fixation	n/a
131.503	2.675	66inc_excluded	n/a
134.194	2.409	66inc_excluded	n/a
136.620	3.622	66inc_included	-1.798
140.308	2.974	66inc_included	0.958
143.348	2.259	66inc_excluded	n/a
145.624	2.525	66inc_excluded	n/a
148.166	2.874	66inc_excluded	n/a
166.078	13.000	Fixation	n/a
164.081	2.342	100inc_excluded	n/a
166.440	3.970	100inc_included	1.345
170.477	2.459	100inc_excluded	n/a
172.953	2.841	100inc_included	0.805
175.860	2.342	100inc_excluded	n/a
178.219	2.758	100inc_included	0.752
196.081	13.000	Fixation	n/a
194.084	2.857	33inc_excluded	n/a
196.959	2.857	33inc_excluded	n/a
199.832	2.426	33inc_excluded	n/a
202.275	2.209	33inc_excluded	n/a
204.501	3.107	33inc_included	0.778
207.674	2.758	33inc_excluded	n/a
210.448	2.459	33inc_excluded	n/a
212.924	2.309	33inc_excluded	n/a
230.270	13.000	Fixation	n/a
228.274	2.442	0inc_excluded	n/a
230.733	2.774	0inc_excluded	n/a
233.524	2.758	0inc_excluded	n/a
236.298	2.392	0inc_excluded	n/a
238.707	2.824	0inc_excluded	n/a
241.548	2.259	0inc_excluded	n/a
243.824	2.475	0inc_excluded	n/a
246.316	1.911	0inc_excluded	n/a
248.243	2.691	0inc_excluded	n/a
265.972	13.000	Fixation	n/a
263.976	2.907	33inc_excluded	n/a
266.899	2.708	33inc_excluded	n/a
269.624	2.160	33inc_excluded	n/a
271.800	2.293	33inc_excluded	n/a
274.110	4.020	33inc_included	1.118
278.196	1.960	33inc_excluded	n/a
280.173	2.641	33inc_excluded	n/a
282.831	2.475	33inc_excluded	n/a
300.344	13.000	Fixation	n/a
298.348	2.143	100inc_excluded	n/a
300.508	3.854	100inc_included	0.948
304.428	1.960	100inc_excluded	n/a
306.405	3.455	100inc_included	0.848
309.944	2.592	100inc_excluded	n/a
312.552	2.808	100inc_included	0.797
330.464	13.000	Fixation	n/a
328.467	2.127	0inc_excluded	n/a
330.611	2.808	0inc_excluded	n/a
333.435	2.841	0inc_excluded	n/a
336.292	2.874	0inc_excluded	n/a
339.183	2.492	0inc_excluded	n/a
341.692	2.409	0inc_excluded	n/a
344.117	2.193	0inc_excluded	n/a
346.327	2.309	0inc_excluded	n/a
348.652	2.409	0inc_excluded	n/a
366.099	13.000	Fixation	n/a
364.103	1.944	66inc_excluded	n/a
366.063	2.575	66inc_excluded	n/a
368.655	3.572	66inc_included	0.856
372.309	3.605	66inc_included	0.859
375.981	2.309	66inc_excluded	n/a
378.307	2.592	66inc_excluded	n/a
380.915	2.027	66inc_excluded	n/a
397.979	13.000	Fixation	n/a
395.983	2.293	0inc_excluded	n/a
398.292	2.509	0inc_excluded	n/a
400.817	2.691	0inc_excluded	n/a
403.525	2.758	0inc_excluded	n/a
406.300	2.143	0inc_excluded	n/a
408.459	2.110	0inc_excluded	n/a
410.586	1.960	0inc_excluded	n/a
412.563	2.143	0inc_excluded	n/a
414.723	2.143	0inc_excluded	n/a
431.903	13.000	Fixation	n/a
429.907	2.043	100inc_excluded	n/a
431.967	3.588	100inc_included	0.979
435.622	2.608	100inc_excluded	n/a
438.247	3.040	100inc_included	0.873
441.353	1.977	100inc_excluded	n/a
443.347	3.605	100inc_included	0.765
462.039	13.000	Fixation	n/a
460.043	2.010	66inc_excluded	n/a
462.070	2.293	66inc_excluded	n/a
464.379	3.273	66inc_included	0.871
467.735	3.140	66inc_included	0.836
470.958	2.376	66inc_excluded	n/a
473.350	1.911	66inc_excluded	n/a
475.277	1.960	66inc_excluded	n/a
492.275	13.000	Fixation	n/a
490.279	2.808	33inc_excluded	n/a
493.103	2.143	33inc_excluded	n/a
495.263	2.675	33inc_excluded	n/a
497.954	2.459	33inc_excluded	n/a
500.429	3.057	33inc_included	0.923
503.569	2.027	33inc_excluded	n/a
505.613	2.774	33inc_excluded	n/a
508.404	2.525	33inc_excluded	n/a
